"ID","Registry name","Spawns"
268,"byg:pointed_stone_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:ocelot [weight: 2, min: 1, max: 1] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:bald_eagle [weight: 15, min: 2, max: 4] }; { alexsmobs:bald_eagle [weight: 15, min: 2, max: 4] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:parrot [weight: 40, min: 1, max: 2] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
269,"byg:twilight_valley_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:wolf [weight: 5, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
270,"byg:red_spruce_taiga","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 3] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:horse [weight: 5, min: 2, max: 6] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
271,"byg:brimstone_caverns","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:magma_cube [weight: 100, min: 2, max: 5] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 80, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
272,"byg:crimson_gardens","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:crimson_mosquito [weight: 15, min: 4, max: 4] }; { alexsmobs:crimson_mosquito [weight: 15, min: 4, max: 4] }; { minecraft:hoglin [weight: 9, min: 3, max: 4] }; { minecraft:magma_cube [weight: 100, min: 2, max: 5] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 80, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:warped_toad [weight: 80, min: 5, max: 5] }; { alexsmobs:warped_toad [weight: 80, min: 5, max: 5] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
273,"byg:magma_wastes","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:magma_cube [weight: 100, min: 2, max: 5] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
274,"byg:subzero_hypogeal","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
275,"byg:wailing_garth","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:hoglin [weight: 60, min: 1, max: 2] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
276,"byg:withering_woods","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:magma_cube [weight: 100, min: 2, max: 5] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
277,"byg:weeping_mire","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:hoglin [weight: 60, min: 1, max: 2] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
278,"byg:quartz_desert","{ alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { alexsmobs:bone_serpent [weight: 8, min: 1, max: 1] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { minecraft:strider [weight: 60, min: 1, max: 2] }"
279,"byg:nightshade_forest","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 2, min: 1, max: 2] }; { minecraft:phantom [weight: 1, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
280,"byg:ethereal_islands","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
281,"byg:viscal_isles","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
282,"byg:bulbis_gardens","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
283,"byg:shattered_desert","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
284,"byg:shulkren_forest","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:shulker [weight: 1, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
285,"byg:purpur_peaks","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
286,"byg:cryptic_wastes","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
287,"byg:canyons","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:wolf [weight: 5, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
288,"byg:shattered_viscal_isles","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
289,"byg:bulbis_gardens_edge","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
290,"byg:ethereal_forest","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
291,"byg:ethereal_clearing","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
292,"byg:shattered_desert_isles","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 5, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
293,"byg:imparius_grove","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 2, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
294,"byg:imparius_clearing","{ minecraft:enderman [weight: 60, min: 1, max: 3] }; { minecraft:endermite [weight: 2, min: 1, max: 2] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:endergrade [weight: 10, min: 2, max: 6] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:enderiophage [weight: 4, min: 2, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }; { alexsmobs:spectre [weight: 10, min: 1, max: 2] }"
295,"byg:skyris_highlands_clearing","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { savageandravage:iceologer [weight: 8, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { cavesandcliffs:goat [weight: 10, min: 4, max: 6] }; { environmental:yak [weight: 20, min: 2, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
